fid,imageName,lat,lng,dataTime,remark,上傳者,標註者,驗證者,標籤,createdAt,updatedAt,原本有無設置人行空間,保護性,原始總寬度－是否夠寬讓輪椅通行,佔用情形(多選)-導致兩人交會需停讓或淨寬<1.5米,行人被迫實際行走路徑中會碰到的最大動態風險,承受上題風險的頻率,使用目的,思源地圖類別-無須填寫,思源地圖名稱-無須填寫,imageUrl,_id,rank_a1,rank_b1,rank_c1,COUNTYNAME,TOWNNAME,VILLNAME,村里全名,edu_Distance,hospital_Distance,near_edu,near_hospital
"47",00047.jpg,24.73834148,121.08796,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/25,2022/10/25,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),通學|親子活動|休閒|其他|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574c614f042e107195146b.jpg,63574c614f042e107195146b,2.6,-7,0,新竹縣,竹東鎮,竹東里,新竹縣竹東鎮竹東里,297.046759080461,20589.1823676072,"1","0"
"48",00048.jpg,24.73822647,121.08807,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/25,2022/10/25,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574cbb4f042ee59495146c.jpg,63574cbb4f042ee59495146c,8.6,3,5,新竹縣,竹東鎮,商華里,新竹縣竹東鎮商華里,304.234727937305,20605.7602628363,"1","0"
"49",00049.jpg,24.73740127,121.0886602,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,63a5adfd4ee1ac5ee3632750_凱翊 王,,不符規定,2022/10/25,2022/12/23,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|休閒|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574d2e4f042efbdf95146d.jpg,63574d2e4f042efbdf95146d,2.6,-7,0,新竹縣,竹東鎮,商華里,新竹縣竹東鎮商華里,324.515846734611,20714.7396651043,"1","0"
"50",00050.jpg,24.73689064,121.0892102,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/25,2022/10/25,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有自行車行駛,通常如此(94~80%),休閒|其他|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574dc24f042ea5ca95146e.jpg,63574dc24f042ea5ca95146e,7.4,1,4,新竹縣,竹東鎮,東華里,新竹縣竹東鎮東華里,297.623658998803,20791.4474142212,"1","0"
"51",00051.jpg,24.7363955,121.0893399,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,63aaba694ee1ac5fdf6327b9_SWL,,不符規定,2022/10/25,2022/12/27,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|休閒|其他|採購食物|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574e224f042e0c2795146f.jpg,63574e224f042e0c2795146f,2.6,-7,0,新竹縣,竹東鎮,東華里,新竹縣竹東鎮東華里,261.742070087836,20845.5808463855,"1","0"
"52",00052.jpg,24.73586296,121.089207,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/25,2022/10/25,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|休閒|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574e704f042e6ced951470.jpg,63574e704f042e6ced951470,5,-3,1.6,新竹縣,竹東鎮,東華里,新竹縣竹東鎮東華里,210.752972835774,20890.1925026323,"1","0"
"53",00053.jpg,24.7356537,121.0893638,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,63aafbf84ee1ac0e056327cd_Richard Chen,,2022/10/25,2023/01/02,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574ecd4f042e843b951471.jpg,63574ecd4f042e843b951471,2.6,-7,0,新竹縣,竹東鎮,南華里,新竹縣竹東鎮南華里,209.676978685822,20918.1822198304,"1","0"
"54",00054.jpg,24.73470971,121.0894418,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/25,2022/10/25,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574f344f042efa3f951472.jpg,63574f344f042efa3f951472,2.6,-7,0,新竹縣,竹東鎮,南華里,新竹縣竹東鎮南華里,184.454085918509,21013.0433960076,"1","0"
"55",00055.jpg,24.73436865,121.0894096,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,63b29f74181b962669dffd90_Amber Chen,,2022/10/25,2023/01/03,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574f8a4f042e531b951473.jpg,63574f8a4f042e531b951473,2.6,-7,0,新竹縣,竹東鎮,南華里,新竹縣竹東鎮南華里,183.279669637851,21044.3382197227,"1","0"
"56",00056.jpg,24.73305313,121.0899353,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/25,2022/10/25,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63574feb4f042e2684951474.jpg,63574feb4f042e2684951474,2.6,-7,0,新竹縣,竹東鎮,南華里,新竹縣竹東鎮南華里,254.67539303915,21197.4032221191,"1","0"
"57",00057.jpg,24.73367679,121.0884333,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,63b29f74181b962669dffd90_Amber Chen,,,2022/10/25,2023/01/03,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),親子活動|通學|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357506a4f042e8076951475.jpg,6357506a4f042e8076951475,2.6,-7,0,新竹縣,竹東鎮,南華里,新竹縣竹東鎮南華里,133.795775396769,21062.9320588266,"1","0"
"58",00058.jpg,24.74834154,121.0824895,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,60e34449b652fe824b444847_哲瑋 劉,,符合規定,2022/10/25,2022/11/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）,無車輛行駛,總是如此(100%~95%),親子活動|通學|採購食物|採購日用|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357a32c4f042e71ea951478.jpg,6357a32c4f042e71ea951478,8.6,3,5,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,351.420940543614,19352.9033649041,"1","0"
"59",00059.jpg,24.73355011,121.0929286,2022/10/25,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/25,2022/10/25,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),親子活動|採購食物|採購日用|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6357cc384f042e1e31951479.jpg,6357cc384f042e1e31951479,0,-10,0,新竹縣,竹東鎮,中正里,新竹縣竹東鎮中正里,145.022982957793,21417.4396450417,"1","0"
"60",00060.jpg,24.82126446,121.0249722,2022/10/26,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,,符合規定,2022/10/26,2022/12/27,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|通學|採購食物|採購日用|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63590fbc4f042eae7295147d.jpg,63590fbc4f042eae7295147d,5.2,-2,1.6,新竹縣,竹北市,十興里,新竹縣竹北市十興里,294.27490287361,9505.98225931022,"1","0"
"61",00061.jpg,24.82125913,121.0249726,2022/10/27,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/27,2022/10/27,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635a5a214f042e25eb95147e.jpg,635a5a214f042e25eb95147e,5.2,-2,1.6,新竹縣,竹北市,十興里,新竹縣竹北市十興里,294.866524325498,9506.53896686902,"1","0"
"62",00062.jpg,25.03787102,121.5079325,2022/10/28,,635ba0e44f042e75dd95147f_Keith Han,,,,2022/10/28,2022/10/28,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,無人行道或騎樓,總是如此(100%~95%),通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635ba16c4f042eca83951480.jpg,635ba16c4f042eca83951480,2.6,3,0,臺北市,中正區,建國里,臺北市中正區建國里,325.370005895549,1291.45384845662,"1","0"
"63",00063.jpg,25.04071548,121.5075989,2022/10/28,,635ba0e44f042e75dd95147f_Keith Han,,,,2022/10/28,2022/10/28,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有自行車行駛,通常如此(94~80%),工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635baa084f042e36be951481.jpg,635baa084f042e36be951481,7.6,2,3.2,臺北市,萬華區,新起里,臺北市萬華區新起里,477.600370155108,1184.95848790101,"1","0"
"64",00064.jpg,25.04330997,121.5081756,2022/10/28,,635ba0e44f042e75dd95147f_Keith Han,,,,2022/10/28,2022/10/28,有設置人行道或騎樓,,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,無車輛行駛,通常如此(94~80%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635bab7c4f042e8f04951482.jpg,635bab7c4f042e8f04951482,6.6,-2,0,臺北市,萬華區,萬壽里,臺北市萬華區萬壽里,388.854452837303,1068.42356389071,"1","0"
"65",00065.jpg,24.8212109,121.0250312,2022/10/29,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,,,2022/10/29,2022/12/27,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635d0d174f042eea3b951483.jpg,635d0d174f042eea3b951483,5.2,-2,1.6,新竹縣,竹北市,十興里,新竹縣竹北市十興里,300.779941030169,9513.81518533843,"1","0"
"66",00066.jpg,24.83245154,121.0087571,2022/10/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/30,2022/10/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）|私人佔用（臨時停車）|私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635df8404f042ed26e951484.jpg,635df8404f042ed26e951484,8.6,3,4,新竹縣,竹北市,北崙里,新竹縣竹北市北崙里,333.675880715364,7776.29722994849,"1","0"
"67",00067.jpg,24.83226955,121.0094189,2022/10/30,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/10/30,2022/10/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,沒有人行道或騎樓,無車輛行駛,總是如此(100%~95%),採購食物|休閒|親子活動,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635df8b64f042e7743951485.jpg,635df8b64f042e7743951485,10,0,10,新竹縣,竹北市,文化里,新竹縣竹北市文化里,369.113292305567,7814.69699509933,"1","0"
"68",00068.jpg,24.83181939,121.0103648,2022/10/30,,6220a7e810be1548e5c8d09a_中梅 韓,63acec774ee1ac170d632839_Celia Chang,,符合規定,2022/10/30,2023/01/17,有設置人行道或騎樓,,輪椅無法通行（窄於100公分）,私人佔用（臨時停車）|公共設施阻礙（機電設備）,無車輛行駛,總是如此(100%~95%),親子活動|採購食物|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635dfa534f042ee1a3951486.jpg,635dfa534f042ee1a3951486,6.6,-4.5,0,新竹縣,竹北市,文化里,新竹縣竹北市文化里,412.962894306365,7890.42412470846,"1","0"
"69",00069.jpg,24.83172463,121.0104315,2022/10/30,,6220a7e810be1548e5c8d09a_中梅 韓,635fe9654f042e607595148d_以婕 ichieh undefined,,,2022/10/30,2022/10/31,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅無法通行（窄於100公分）,公共設施阻礙（機電設備）|私人佔用（臨時停車）,無車輛行駛,總是如此(100%~95%),採購食物|親子活動|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635dfa734f042e73af951487.jpg,635dfa734f042e73af951487,7.6,0.5,2,新竹縣,竹北市,文化里,新竹縣竹北市文化里,407.966673638392,7902.45410019531,"1","0"
"70",00070.jpg,23.76286907,120.6097934,2022/10/30,,635fe9654f042e607595148d_以婕 ichieh undefined,,,,2022/10/31,2022/10/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/635fe9fa4f042e328795148e.jpg,635fe9fa4f042e328795148e,0,-10,0,雲林縣,林內鄉,林中村,雲林縣林內鄉林中村,928.298239816159,10760.0016756585,"0","0"
"71",00071.jpg,24.82118168,121.0250902,2022/11/01,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/11/01,2022/11/01,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|休閒|採購食物|通學|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6361033e4f042e54a5951491.jpg,6361033e4f042e54a5951491,5.2,-2,1.6,新竹縣,竹北市,十興里,新竹縣竹北市十興里,304.70343376413,9519.18197045066,"1","0"
"72",00072.jpg,24.82028469,121.0240625,2022/11/01,,6220a7e810be1548e5c8d09a_中梅 韓,63aaba694ee1ac5fdf6327b9_SWL,63ae90184ee1acc7746328de_Oliver undefined,不符規定,2022/11/01,2022/12/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,通常如此(94~80%),親子活動|採購食物|休閒|通學|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/636103d14f042ef2ec951492.jpg,636103d14f042ef2ec951492,5.2,-2,1.6,新竹縣,竹北市,鹿場里,新竹縣竹北市鹿場里,406.762475898955,9569.14422817646,"1","0"
"73",00073.jpg,24.82125959,121.0250044,2022/11/02,,6220a7e810be1548e5c8d09a_中梅 韓,63acec774ee1ac170d632839_Celia Chang,,符合規定,2022/11/02,2023/01/17,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63624f264f042e627c951495.jpg,63624f264f042e627c951495,5.2,-2,1.6,新竹縣,竹北市,十興里,新竹縣竹北市十興里,295.128955485835,9507.78728256654,"1","0"
"74",00074.jpg,24.74811744,121.0827309,2022/11/03,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,,,2022/11/03,2022/12/27,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）|私人佔用（臨時停車）,有機車行駛,通常如此(94~80%),親子活動|通學|採購食物|採購日用|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63637e784f042ebc8d951496.jpg,63637e784f042ebc8d951496,5,-3,1.6,新竹縣,竹東鎮,五豐里,新竹縣竹東鎮五豐里,316.71356781811,19386.5928057541,"1","0"
"75",00075.jpg,24.8212255,121.0248971,2022/11/03,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/11/03,2022/11/03,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|休閒|採購食物|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63638db44f042e6b8f951497.jpg,63638db44f042e6b8f951497,5.2,-2,1.6,新竹縣,竹北市,十興里,新竹縣竹北市十興里,297.979622665377,9506.87920288947,"1","0"
"76",00076.jpg,24.82133749,121.0246664,2022/11/03,,6220a7e810be1548e5c8d09a_中梅 韓,63aaba694ee1ac5fdf6327b9_SWL,63ae90184ee1acc7746328de_Oliver undefined,不符規定,2022/11/03,2022/12/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有汽車行駛,常如此(79~50%),親子活動|採購食物|休閒|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63638e084f042e2722951498.jpg,63638e084f042e2722951498,2.8,-6,0,新竹縣,竹北市,十興里,新竹縣竹北市十興里,284.961799131032,9486.16167475816,"1","0"
"77",00077.jpg,24.82118655,121.0250849,2022/11/03,,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,,,2022/11/03,2022/12/27,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),親子活動|採購食物|休閒|採購日用|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6363a7434f042efcf8951499.jpg,6363a7434f042efcf8951499,5.2,-2,1.6,新竹縣,竹北市,十興里,新竹縣竹北市十興里,304.100167627936,9518.47222649876,"1","0"
"78",00078.jpg,24.8100753,121.0243607,2022/11/06,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/11/06,2022/11/06,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）,無車輛行駛,總是如此(100%~95%),親子活動|採購食物|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/636737c74f042e72129514f2.jpg,636737c74f042e72129514f2,8.6,3,5,新竹縣,竹北市,東平里,新竹縣竹北市東平里,414.819160397754,10630.1155253586,"1","0"
"79",00079.jpg,24.81154887,121.0257507,2022/11/06,,6220a7e810be1548e5c8d09a_中梅 韓,,,,2022/11/06,2022/11/06,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（機電設備）,有機車行駛,有時如此(49~30%),親子活動|採購食物|採購日用|通學|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63673f844f042e856a9514f5.jpg,63673f844f042e856a9514f5,5,-3,2,新竹縣,竹北市,東平里,新竹縣竹北市東平里,226.491678232477,10528.9649391329,"1","0"
